density_Kg/m3,predicted_density
1469.03,1444.8717941901468
1189.45,1209.1587951983502
1314.25,1314.1369503730712
1270.4,1274.5031896449493
1199.08,1221.9531078240263
1363.99,1350.688935866797
1370.11,1364.332129909909
1288.37,1297.0366773014193
1313.61,1307.4686248082069
1166.87,1177.6620363333377
1225.58,1230.893758179966
1328.8,1336.1415020986635
1392.5,1378.9242339687999
1322.28,1318.6211732149852
1165.73,1187.6102186942203
1330.04,1322.8293231773346
1279.87,1282.0402117403492
1072.32,1109.9325708109675
1133.65,1159.5941870405827
1198.04,1205.9928997870195
1153.06,1175.327942045614
1184.64,1203.1043740823714
1313.76,1318.844059972387
1218.32,1225.7988027121587
1210.13,1243.2668640595487
1328.35,1331.7252113839295
1273.26,1270.2192755976891
1214.8,1240.050373478567
1358.81,1347.71497086888
1156.24,1188.7211618549043
1359.36,1349.6013950321405
1295.67,1299.4362910775396
1369.6,1357.6148410161836
1207.67,1226.1878940750278
1113.51,1139.9135927374107
1183.82,1209.489821127026
1309.83,1307.4686248082069
1233.47,1257.6562922765802
1353.09,1356.9075082786403
1417.21,1389.7561878000301
1211.16,1224.686395217521
1275.77,1267.1866411615947
1061.67,1095.7051237306707
1194.8,1211.6687554535677
1199.41,1215.4299323360294
1183.37,1199.7354441754314
1115.91,1147.025543947165
1195.44,1201.0722784096731
1049.98,1088.816172750691
1467.0,1438.9968647541448
1307.73,1305.6125463994997
1176.47,1200.3929733482103
1291.5,1295.8094438706821
1125.5,1155.2275215768846
1228.17,1247.8147435517396
1321.4,1309.5761958191529
1353.17,1351.2744262931897
1086.11,1119.3605796046172
1175.98,1198.8869193854528
1161.47,1185.9113643631908
1333.85,1323.8145443524074
1250.21,1268.5268932867082
1408.98,1390.9877520929956
1269.26,1277.1602404896953
1614.83,1564.2765782835445
1205.78,1211.8903183666202
1320.61,1317.232763085585
1146.34,1173.314563910981
1172.33,1193.6765868300208
1411.78,1389.8989792725772
1256.02,1258.52368522569
1271.31,1275.0598844304527
1258.63,1268.7766121602
1268.33,1273.5107477770111
1329.36,1317.0758091802236
1322.37,1318.616542461486
1250.48,1253.304241108895
1389.91,1383.2242209048648
1180.38,1198.1678125383703
1217.04,1244.821873245998
1160.43,1189.2915334384836
1258.42,1269.9057979519512
1164.49,1193.5144888437594
1346.76,1337.3353719500756
1330.49,1322.4415556588147
1439.52,1411.915310511155
1301.94,1296.7542580741474
1195.78,1233.688301742708
1324.64,1319.2789239290632
1120.2,1145.7500172149107
1319.36,1311.6634849943232
1252.31,1257.4622295281608
1457.52,1432.6820407529394
1272.65,1282.3600957627057
1210.88,1213.3704574008098
1268.79,1258.427291795862
1151.82,1168.973748534495
1476.99,1446.4410522645512
1350.56,1331.366319882563
1005.6,1053.9827803774149
1306.45,1305.5748114320988
1292.75,1289.6678665163652
1374.07,1373.7625810612972
1351.31,1348.502063877606
1136.54,1165.383061190435
1238.57,1262.8566176494207
1183.87,1199.0200819166514
1445.47,1423.1765033114389
1325.91,1317.0758091802236
1264.12,1259.8684875169668
1237.59,1249.6409746738168
1061.13,1094.1942120696683
1193.95,1209.0516556646462
1375.53,1374.2089705689816
1192.77,1205.928604179215
1361.27,1348.4952879559162
1251.78,1257.6562922765802
1153.35,1185.2252779765918
1221.34,1225.2960660662118
1466.57,1447.412624334211
1453.48,1429.70396373237
1289.9,1305.1824996152209
1335.38,1338.739749263362
1282.73,1296.5993763904512
1282.68,1282.039709219841
1213.76,1228.029547983774
1227.39,1246.8234083771515
1337.51,1331.9127325851434
1241.71,1252.7621916892208
1326.32,1330.20643230508
1192.16,1210.7387304826902
1394.01,1384.6186991044865
1218.35,1248.1224873810686
1233.31,1246.427858545064
1284.27,1286.0408072242396
1398.84,1377.3912222123338
1144.55,1164.3805597940193
1226.34,1235.1850320588342
1164.34,1190.0408563574076
1455.95,1440.2619520281019
1275.42,1282.9492740412143
1301.69,1292.123853097118
1359.74,1351.1404154209183
1261.89,1277.0650803964904
1226.57,1241.718360622473
1351.33,1334.3894184179003
1465.42,1435.6928950789072
1264.76,1272.792703382562
1204.29,1211.2521551454652
1250.73,1266.99585931824
1242.05,1252.2738619820343
1336.31,1318.7835683907945
1306.65,1315.492026642101
1164.2,1194.8128127160528
1232.15,1248.3997409136553
1421.95,1408.333020122682
1239.56,1252.9172422306146
1228.24,1231.6747371891768
1253.23,1265.1285513660687
1078.55,1119.482762332886
1145.37,1174.3936753693727
1267.28,1272.8444184164634
1344.47,1347.163835554213
1315.85,1325.8532052123887
1262.25,1265.3578280364634
1241.59,1251.8040809552149
1224.27,1247.0536627336155
1254.07,1269.0869192124412
1102.0,1136.4202538823167
1309.66,1304.7390117582122
1297.77,1294.7725414332474
1181.4,1196.7388171236335
1139.29,1163.8410797130718
1382.01,1371.6332233547744
1288.41,1287.102681688859
1234.08,1240.5948760628721
1310.81,1316.2220160300794
1270.11,1277.1602404896953
1278.73,1285.3884032202989
1246.33,1253.306480837396
1226.71,1249.1554155837325
1239.26,1245.282017226299
1381.76,1360.3683670178832
1259.27,1274.595262344011
1191.64,1215.6092889298484
1252.48,1258.2074377227093
1195.8,1210.1069325213043
1190.55,1195.0155121979897
1195.16,1216.3472105770297
1355.15,1349.1118427952233
1395.59,1384.6186991044865
1169.05,1199.4810877466412
1158.83,1186.4935208632019
1437.15,1421.983973514715
1190.34,1219.5322828193628
1228.02,1231.9181678495008
1182.34,1204.7632104899283
1279.94,1280.9500921109347
1273.64,1277.7711838499952
1319.58,1321.218971893639
1331.61,1345.2811829964862
1177.09,1210.5750168659781
1297.79,1294.379189452952
1199.65,1221.664385476618
1393.03,1373.0021648670709
1122.95,1159.65365737082
1256.95,1253.4586445875916
1403.86,1401.422671495261
1503.94,1471.0904072483663
1195.48,1209.5227119047977
1162.44,1193.615187469446
1317.02,1307.4519902986997
1334.14,1330.698367461826
1403.15,1380.2779377624636
1326.15,1319.1698823822533
1112.2,1143.4719566655629
1260.48,1257.1317912242728
1337.22,1321.4622836781439
1161.67,1183.3280793413624
1264.91,1287.4309977892037
1271.8,1282.413510180476
1251.36,1249.0655886920492
1257.72,1269.3544930197268
1201.88,1222.4909668710766
1140.07,1169.2037624375976
1202.2,1214.634977312903
1262.42,1262.8376529036866
1309.09,1302.054909234878
1286.73,1291.8783610220214
1410.71,1386.4226936940804
1252.01,1256.5241980006933
1300.15,1295.070133537796
1330.4,1313.319746659707
1287.05,1292.3974620051592
1192.67,1215.6092889298484
1220.55,1226.1954183740334
1362.37,1352.9494514259322
1271.35,1285.6451695861497
1209.59,1244.1356274577324
1222.06,1226.324860632438
1195.91,1218.7023566916298
