density_Kg/m3,predicted_density
1375.53,1393.8518126198978
1192.77,1216.7008611457552
1361.27,1337.863809113801
1251.78,1258.1734402711081
1153.35,1159.5483325622583
1221.34,1208.121665690309
1466.57,1476.2912495408905
1453.48,1406.5340151037467
1289.9,1285.5828699246483
1335.38,1317.3621528450624
1282.73,1305.4923596464428
1282.68,1278.1208316522045
1213.76,1239.1896526256444
1227.39,1219.9616413880178
1337.51,1339.4569554405384
1241.71,1245.7515532819523
1326.32,1327.9501187436745
1192.16,1188.907175626863
1394.01,1382.1810333838682
1218.35,1211.0269915269105
1233.31,1213.323529664959
1284.27,1275.9280518585335
1398.84,1372.2130731376449
1144.55,1153.0943790054587
1226.34,1216.0283828093804
1164.34,1176.4022844065892
1455.95,1430.2191619297025
1275.42,1278.3923582358043
1301.69,1306.5411197478234
1359.74,1356.3393480282045
1261.89,1280.7038302472572
1226.57,1246.2780313710407
1351.33,1317.380875610304
1465.42,1453.703600246923
1264.76,1279.7989567117338
1204.29,1184.3965880933363
1250.73,1260.7736852819103
1242.05,1230.596866940107
1336.31,1310.0416581744419
1306.65,1326.4448138584733
1164.2,1155.1007817473728
1232.15,1212.4745836355019
1421.95,1436.915215730661
1239.56,1241.1542458124545
1228.24,1191.1381483634013
1253.23,1272.137873135866
1078.55,1076.5272525187993
1145.37,1146.5045481731513
1267.28,1274.979986143902
1344.47,1339.109214867049
1315.85,1344.5079648018052
1262.25,1266.6945821725285
1241.59,1244.7938120666927
1224.27,1226.8091693833535
1254.07,1259.125681388106
1102.0,1132.3534256348564
1309.66,1298.0411006160057
1297.77,1299.9275958168598
1181.4,1186.7667650683675
1139.29,1145.8551628207113
1382.01,1345.3754895000093
1288.41,1263.9183255680275
1234.08,1244.8812339150804
1310.81,1308.4485419517448
1270.11,1272.0972405014622
1278.73,1250.2543242131685
1246.33,1233.1174874889493
1226.71,1237.2136116225026
1239.26,1236.321818977884
1381.76,1323.9616989112421
1259.27,1246.9611685374
1191.64,1195.3543019002527
1252.48,1241.9672787139016
1195.8,1213.5535715127955
1190.55,1189.4171826958784
1195.16,1242.553604047192
1355.15,1350.3189710970455
1395.59,1383.3361774343407
1169.05,1190.1725576896247
1158.83,1136.5622379220367
1437.15,1433.1595154599754
1190.34,1204.05519667939
1228.02,1251.3271498275749
1182.34,1178.9491277088991
1279.94,1256.8550876235752
1273.64,1264.1648940029363
1319.58,1334.1098891613444
1331.61,1357.1642279603675
1177.09,1206.8001817610495
1297.79,1313.2888024873826
1199.65,1222.3713770485106
1393.03,1370.1555000544433
1122.95,1115.0979545037098
1256.95,1230.6472145775228
1403.86,1445.474492829157
1503.94,1466.7017130565685
1195.48,1188.8497962873917
1162.44,1178.073941996998
1317.02,1299.2511477551684
1334.14,1370.3179804407177
1403.15,1375.297157487508
1326.15,1342.8088142928195
1112.2,1137.481414522251
1260.48,1229.5482000305221
1337.22,1304.7454309726995
1161.67,1181.07763017307
1264.91,1305.9603871916559
1271.8,1266.1852211812848
1251.36,1234.7459902206376
1257.72,1257.9004975669707
1201.88,1199.6129651527087
1140.07,1156.5435050028423
1202.2,1201.8803709987699
1262.42,1240.2363520769568
1309.09,1305.3545361431393
1286.73,1313.938093140091
1410.71,1390.0364111514386
1252.01,1249.9715029764952
1300.15,1279.7689622150713
1330.4,1334.3777078058006
1287.05,1297.5742602081045
1192.67,1210.2026437491068
1220.55,1230.0150525065978
1362.37,1378.901208504487
1271.35,1276.6286806404696
1209.59,1225.567162808492
1222.06,1214.63028998096
1195.91,1208.8467005988407
